ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
2376,P00100,Spacer Sleeve,Spacer Sleeve,6f7656de3b2d,512.59,512.59,,0,"A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325",31059-321 : AIRBRAKE JACK,Lucas Aerospace,340553,no,31059-321 : AIRBRAKE JACK
2377,P00101,Spacer,Spacer,db88c7fe26cc,508.99,508.99,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325",31058 : SERVO CONTROL,Lucas Aerospace,340552,no,31058 : SERVO CONTROL
2378,P00103,"Ring, Sealing, Convex","Ring, Sealing, Convex",6a72db4954e0,274.81,274.81,,121,"747-400, 747-400F, 767-200, 767-300, 767-300F, 767-400ER, CF6-80A, CF6-80A2, CF6-80C2B1, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F, CF6-80C2B2F, CF6-80C2B4F, CF6-80C2B6F, CF6-80C2B7F, CF6-80C2B","773857-13 : HPSOV, 773857-6 : HPSOV, 773857-7 : HPSOV, 773857-9 : HPSOV, 790270-1 : HPSOV, 790270-13 : HPSOV, 790270-14 : HPSOV, 790270-15 : HPSOV, 790270-2 : HPSOV, 790270-3 : HP",Hamilton Sundstrand,799737-4,no,Uncategorized
2379,P00104,Spur Gearshaft,Spur Gearshaft,74d89a9babda,305.55,305.55,,3,"737-300, 737-400, 737-500, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","3505188-9 : AIR TURBINE ENGINE STARTER, 3505526-6-1 : AIR TURBINE ENGINE STARTER, 3505526-9-1 : AIR TURBINE ENGINE STARTER, 3505716-3 : AIR TURBINE ENGINE STARTER, 3505716-5 : AIR TURBINE E",Honeywell,3500354-2,no,Uncategorized
2380,P00105,Filter Cover,Filter Cover,56307bf593f5,883.35,883.35,,0,"A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-601, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-","729714 : INTEGRATED DRIVE GENERATOR (IDG), 729714C : INTEGRATED DRIVE GENERATOR (IDG), 729714D : INTEGRATED DRIVE GENERATOR (IDG), 729714E : INTEGRATED DRIVE GENERATOR (IDG), 729825B : INTE",Hamilton Sundstrand,754980,no,Uncategorized
2381,P00106,"Shaft, Coupling","Shaft, Coupling",cf05cd9f9f3b,10000,10000,,0,"A340-211, A340-212, A340-213, A340-311, A340-312, A340-313","971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 974976 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,861276,yes,"971844 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 972630 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 974976 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2382,P00107,Self-Locking Threaded Ring,Self-Locking Threaded Ring,cabbeea2631b,337.43,337.43,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"782790-11 : AIR CYCLE MACHINE, 782790-13 : AIR CYCLE MACHINE, 782790-15 : AIR CYCLE MACHINE, 782790-9 : AIR CYCLE MACHINE",Hamilton Sundstrand,782147-1,no,"782790-11 : AIR CYCLE MACHINE, 782790-13 : AIR CYCLE MACHINE, 782790-15 : AIR CYCLE MACHINE, 782790-9 : AIR CYCLE MACHINE"
2386,P00112,"Guide Set, Poppet","Guide Set, Poppet",980f51aec68f,345.06,345.06,,22,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900","107484 : HIGH STAGE REGULATOR, ""3289562-4 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE""",Honeywell,3181768-1,no,"107484 : HIGH STAGE REGULATOR, ""3289562-4 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"""
2387,P00114,Valve Housing,Valve Housing,fa5da1078e5a,332.21,332.21,,0,"A340-211, A340-212, A340-213, A340-311, A340-312, A340-313, A340-541, A340-642","752157B : INTEGRATED DRIVE GENERATOR (IDG), 752157C : INTEGRATED DRIVE GENERATOR (IDG), 752157D : INTEGRATED DRIVE GENERATOR (IDG)",Hamilton Sundstrand,753504,no,"752157B : INTEGRATED DRIVE GENERATOR (IDG), 752157C : INTEGRATED DRIVE GENERATOR (IDG), 752157D : INTEGRATED DRIVE GENERATOR (IDG)"
2388,P00115,Seal Assy,Seal Assy,a46fba7918f4,10000,10000,,0,,"3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, 3289834-1 : SOV, 3289834-4 : SOV, ""898930-10 : 2-1/2"""" PNEU. PRSOV"", ""898930-8 : 2-1/2"""" PNEU. PRSOV""",Honeywell,690281-9,yes,"3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, 3289834-1 : SOV, 3289834-4 : SOV, ""898930-10 : 2-1/2"""" PNEU. PRSOV"", ""898930-8 : 2-1/2"""" PNEU. PRSOV"""
2389,P00116,Bushing,Bushing,3a7653f6e7c0,363.16,363.16,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","978690-11 : HP BLEED CONTROL VALVE, 978690-4 : HP BLEED CONTROL VALVE, 978690-5 : HP BLEED CONTROL VALVE, 978690-7 : HP BLEED CONTROL VALVE, 978690-8 : HP BLEED CONTROL VALVE, 978690-9 :",Honeywell,3178374-2,no,Uncategorized
2390,P00127,Shaft,Shaft,0d346efce662,1094.87,1094.87,,0,MD-11,6315H0001-01 : ROLLER ASSEMBLY,Eaton Vickers,6315-0113-02,no,6315H0001-01 : ROLLER ASSEMBLY
2391,P00129,"Ring, Seal","Ring, Seal",b118cccb65e9,503.93,503.93,,0,"747-100, 747-200B, 747-200F, 747-200C, 747SP, 747-100B, 747-300, 747-400, 747-400D, 747-400F",767460-1 : FLOW CONTROL &amp; SHUTOFF VALVE,Hamilton Sundstrand,738463-43,no,767460-1 : FLOW CONTROL &amp; SHUTOFF VALVE
2392,P00130,Valve Seat,Valve Seat,b5c2710e204b,323.44,323.44,,3,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600",107484 : HIGH STAGE REGULATOR,Honeywell,3171196-4,no,107484 : HIGH STAGE REGULATOR
2393,P00131,Seal Plate,Seal Plate,668bec46a7de,10000,10000,,4,"737-400, 737-500","65-44725-Series (LE Slat No. 1, 2, 3, 4, 5, 6) : LEADING EDGE SLAT HYDRAULIC ACTUATOR ASSY",Boeing,69-73496-1,yes,"65-44725-Series (LE Slat No. 1, 2, 3, 4, 5, 6) : LEADING EDGE SLAT HYDRAULIC ACTUATOR ASSY"
2394,P00132,Link,Link,307d9bc3a9d2,10000,10000,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310","978514-10 : HP BLEED CONTROL VALVE, 978514-11 : HP BLEED CONTROL VALVE, 978690-4 : HP BLEED CONTROL VALVE, 978690-5 : HP BLEED CONTROL VALVE, 978690-7 : HP BLEED CONTROL VALVE, 978690-8 :",Honeywell,887846-2,yes,Uncategorized
2395,P00133,"Seat, Seal Face","Seat, Seal Face",1794f90ef3f7,10000,10000,,1,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900ER",887477 : AC DRIVEN MOTORPUMP ASSY,Eaton Vickers,361106,yes,887477 : AC DRIVEN MOTORPUMP ASSY
2396,P00136,"Bushing, Machined","Bushing, Machined",64870e9543c3,10000,10000,,0,"DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), MD-88, 727-100 SERIES, 727-100C SERIES, 727-200 SERIES, 727-200F SERIES, 737-200, 737-200C, 737-300, 737-400, 737-500","204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE",Honeywell,203478-3,yes,"204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE"
2397,P00138,Nozzle Ring,Nozzle Ring,4871dd9f5671,10000,10000,,0,737-500,"204050-10 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE",Allied Signal,2205178-1,yes,"204050-10 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE"
2398,P00139,Shim,Shim,ba59c5b7864c,7.8,7.8,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","2290A050000 : CHECK VALVE, 2291A030000 : CHECK VALVE",ABG-SEMCA,2290-15,no,"2290A050000 : CHECK VALVE, 2291A030000 : CHECK VALVE"
2399,P00140,Turbine Nozzle Assembly,Turbine Nozzle Assembly,f386fc7e1f8c,6244.74,6244.74,,0,"727-100 SERIES, 727-100C SERIES, 727-200 SERIES, 727-200F SERIES, 737-200, 737-200C, 737-300, 737-400, 737-500","204050-10 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE",Allied Signal,2205182-1,no,"204050-10 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE"
2400,P00141,Carrier,Carrier,f86876a56424,1413.07,1413.07,,0,"737-100, 737-200, 737-200C, 737-300, 737-400, 737-500","801240-3 : VANEAXIAL FAN, 801240-4 : VANEAXIAL FAN",Honeywell,801017-5,no,"801240-3 : VANEAXIAL FAN, 801240-4 : VANEAXIAL FAN"
2401,P00142,Support,Support,2387b0950d76,487.04,487.04,,1,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","6740B03 : OVERPRESSURE VALVE, 6742A030000 : OVERPRESSURE VALVE",Liebherr,6740-37,no,"6740B03 : OVERPRESSURE VALVE, 6742A030000 : OVERPRESSURE VALVE"
2402,P00143,Shaft,Shaft,6c8f56ce57f2,568.48,568.48,,2,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,",2293B010000 : CHECK VALVE,ABG-SEMCA,2290-050,no,2293B010000 : CHECK VALVE
2403,P00145,Guide,Guide,4c7aa6b35aa4,46.29,46.29,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A340-211, A340-212,","342B010000 : SOLENOID THERMOSTAT, 342B020000 : SOLENOID THERMOSTAT, 342B030000 : SOLENOID THERMOSTAT, 388C030000 : SOLENOID THERMOSTAT",Liebherr,342-31,no,"342B010000 : SOLENOID THERMOSTAT, 342B020000 : SOLENOID THERMOSTAT, 342B030000 : SOLENOID THERMOSTAT, 388C030000 : SOLENOID THERMOSTAT"
2404,P00146,Needle,Needle,8e550824f46b,187.84,187.84,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","751A0000-04 : FLOW CONTROL VALVE, 751A0000-05 : FLOW CONTROL VALVE, 751A0000-06 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE",Liebherr,6729-395,no,"751A0000-04 : FLOW CONTROL VALVE, 751A0000-05 : FLOW CONTROL VALVE, 751A0000-06 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE"
2405,P00147,"Shaft Assembly, Fan","Shaft Assembly, Fan",4936ef59ebd1,506.48,506.48,,0,"737-200, 737-300, 737-400, 737-500","801240-3 : VANEAXIAL FAN, 801240-4 : VANEAXIAL FAN",Honeywell,801015-2,no,"801240-3 : VANEAXIAL FAN, 801240-4 : VANEAXIAL FAN"
2406,P00148,Shaft Seal,Shaft Seal,943fbe6b07aa,10000,10000,,0,757-200,"3214488-2 : DUAL PURPOSE VALVE, 3214488-5 : DUAL PURPOSE VALVE, 3214488-6 : DUAL PURPOSE VALVE, 3214488-7 : DUAL PURPOSE VALVE",Honeywell,974386-6,yes,"3214488-2 : DUAL PURPOSE VALVE, 3214488-5 : DUAL PURPOSE VALVE, 3214488-6 : DUAL PURPOSE VALVE, 3214488-7 : DUAL PURPOSE VALVE"
2407,P00150,Clapper,Clapper,900b3ae78012,10000,10000,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","751A0000-04 : FLOW CONTROL VALVE, 751A0000-05 : FLOW CONTROL VALVE, 751A0000-06 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 964A0000-03 : FLO",Liebherr,6729-317,yes,Uncategorized
2408,P00151,Clapper,Clapper,949c5e0c00c1,70.85,70.85,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","341D010000 : SOLENOID THERMOSTAT, 341E010000 : SOLENOID THERMOSTAT, 341E020000 : SOLENOID THERMOSTAT, 341E030000 : SOLENOID THERMOSTAT, 341F010000 : SOLENOID THERMOSTAT, 387B030000 : SOLE",Liebherr,341-61,no,Uncategorized
2409,P00158,"Screw, Adjusting","Screw, Adjusting",e044633fc39e,86.13,86.13,,0,"A319-114, A320-211, A321-131, A340-211, A340-311, A340-313","6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6753B030000 : HP BLEED VALVE, 6754C020000 : HP BLEED VALVE",Liebherr,6794-34,no,"6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6753B030000 : HP BLEED VALVE, 6754C020000 : HP BLEED VALVE"
2410,P00161,Shaft,Shaft,1f7ad55466b9,65.21,65.21,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","2290A030000 : CHECK VALVE, 2290A050000 : CHECK VALVE, 2291A010000 : CHECK VALVE, 2291A030000 : CHECK VALVE",Liebherr,2291-18,no,"2290A030000 : CHECK VALVE, 2290A050000 : CHECK VALVE, 2291A010000 : CHECK VALVE, 2291A030000 : CHECK VALVE"
2411,P00162,Guide,Guide,bc33e1a1ec79,110.65,110.65,,0,"A340-211, A340-213, A340-311, A340-312, A340-313","387B010000 : SOLENOID THERMOSTAT, 387B030000 : SOLENOID THERMOSTAT, 387B040000 : SOLENOID THERMOSTAT",Liebherr,387-10,no,"387B010000 : SOLENOID THERMOSTAT, 387B030000 : SOLENOID THERMOSTAT, 387B040000 : SOLENOID THERMOSTAT"
2412,P00163,Ring,Ring,e27892a15a5d,141.18,141.18,,0,"747-200B, 747-200F","227565 : PNEUMATIC BLEED VALVE, 320625-2 : PRESSURE RELIEF VALVE, 320625-4 : PRESSURE RELIEF VALVE",Whittaker Controls,221947,no,"227565 : PNEUMATIC BLEED VALVE, 320625-2 : PRESSURE RELIEF VALVE, 320625-4 : PRESSURE RELIEF VALVE"
2413,P00164,Bushing,Bushing,5ede913be291,10000,10000,,0,"A310 MODEL 204, A310 MODEL 221, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 325, A300 MODEL B4-601, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL","204905-13 : COOLING TURBINE, 204905-5 : COOLING TURBINE, 204905-6 : COOLING TURBINE, 204905-7 : COOLING TURBINE, 204975-11 : COOLING TURBINE",Honeywell,204987-1,yes,"204905-13 : COOLING TURBINE, 204905-5 : COOLING TURBINE, 204905-6 : COOLING TURBINE, 204905-7 : COOLING TURBINE, 204975-11 : COOLING TURBINE"
2414,P00169,"Ring, Seal","Ring, Seal",fdc3296dadb5,252.35,252.35,,7,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE, 32419",Whittaker Controls,321402,no,Uncategorized
2415,P00170,Poppet Valve,Poppet Valve,fda163aed195,642.89,642.89,,0,"A340-211, A340-311, A340-313, A330-203, A330-323, A330-342",962A0000-06 : TRIM AIR VALVE,Liebherr,962-0226,no,962A0000-06 : TRIM AIR VALVE
2416,P00171,Sleeve,Sleeve,30df55849d20,106.5,106.5,,2,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE, 321935 : PRESSURE ACTUATED BUTTERFLY VALVE, 321945 : PRESSURE ACTUATED BUTTERFLY VALVE, 32419",Whittaker Controls,224607,no,Uncategorized
2417,P00177,Support,Support,b603c3f097df,10000,10000,,0,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A340-211, A340-212, A340-213, A340-311, A340-313, A320-216","6713D020000 : HP BLEED VALVE, 6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6713D070000 : HP BLEED VALVE, 6753B010000 : HP BLEED VALVE, 6753B02",Liebherr,6713-106,yes,Uncategorized
2418,P00178,"Seal Assembly, Oil","Seal Assembly, Oil",605a7e98efd7,10000,10000,,0,"DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), MD-88, 727-100 SERIES, 727-100C SERIES, 727-200 SERIES, 727-200F SERIES, 737-200, 737-200C, 737-300, 737-400, 737-500","204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE",Honeywell,202912,yes,"204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE"
2419,P00179,"Valve, Poppet","Valve, Poppet",60df1136c176,10000,10000,,0,"A340-211, A340-311, A340-313, A330-203, A330-323, A330-342",962A0000-06 : TRIM AIR VALVE,Liebherr,962-0227,yes,962A0000-06 : TRIM AIR VALVE
2420,P00181,"Seal Assembly, Oil","Seal Assembly, Oil",b43e50bd71ee,10000,10000,,0,"DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), MD-88, 727-100 SERIES, 727-100C SERIES, 727-200 SERIES, 727-200F SERIES, 737-200, 737-200C, 737-300, 737-400, 737-500","204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE",Honeywell,203478,yes,"204050-10 : AIR CYCLE MACHINE, 204050-10-1 : AIR CYCLE MACHINE, 204050-11 : AIR CYCLE MACHINE, 204950Series : COOLING TURBINE"
2421,P00182,"Ring, Flexible","Ring, Flexible",6a8e85a91bfa,139.39,139.39,,2,"A319-112, A319-131, A319-133, A320-211, A320-214, A320-231, A320-232, A321-131, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, A320-216","6742A030000 : OVERPRESSURE VALVE, 6742A040000 : OVERPRESSURE VALVE, 6742D010000 : OVERPRESSURE VALVE, 6753B010000 : HP BLEED VALVE, 6753B020000 : HP BLEED VALVE, 6753B030000 : HP BLEED VA",Liebherr,6754-52,no,Uncategorized
2422,P00183,Seat,Seat,f8c799b59655,60.75,60.75,,9,"A340-211, A340-311, A340-313","388C010000 : SOLENOID THERMOSTAT, 388C030000 : SOLENOID THERMOSTAT, 388D010000 : SOLENOID THERMOSTAT",Liebherr,388-12,no,"388C010000 : SOLENOID THERMOSTAT, 388C030000 : SOLENOID THERMOSTAT, 388D010000 : SOLENOID THERMOSTAT"
2423,P00184,Seal Ring,Seal Ring,817292642b5f,438.98,438.98,,1,"A319-114, A320-211, A320-212, A320-231, A320-232, A321-131","746A0000-04 : PRV, 746A0000-5 : PRV",Liebherr,746-0039,no,"746A0000-04 : PRV, 746A0000-5 : PRV"
2424,P00185,"Ring, Shouldered","Ring, Shouldered",5522d462ef8d,46.52,46.52,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","1303A0000-01 : FLOW CONTROL VALVE, 751A0000-04 : FLOW CONTROL VALVE, 751A0000-05 : FLOW CONTROL VALVE, 751A0000-06 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FL",Liebherr,3450-65,no,Uncategorized
2425,P00186,Clapper,Clapper,7bce0032541e,10000,10000,,0,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A340-211, A340-311, A340-313","6713D020000 : HP BLEED VALVE, 6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6713D070000 : HP BLEED VALVE, 6714D060000 : BLEED VALVE, 6753B01000",Liebherr,6713-124A,yes,Uncategorized
2426,P00189,Bushing and Valves Assy,Bushing and Valves Assy,c4f1939a17b5,752,752,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL B4-622, A300 MODEL",350880-6 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Eaton Vickers,412338,no,350880-6 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2427,P00194,"Ring, Sealing","Ring, Sealing",a867a5cbc851,501.07,501.07,,1,"A319-112, A319-114, A319-131, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A321-131, A321-211, A321-231, A340-211, A340-212, A340-213, A340-311, A340-313, A320-216","6740E010000 : OVERPRESSURE VALVE, 6742A030000 : OVERPRESSURE VALVE, 6742A040000 : OVERPRESSURE VALVE, 6742D010000 : OVERPRESSURE VALVE, 6753B010000 : HP BLEED VALVE, 6753B020000 : HP BLEE",Liebherr,6754-44,no,Uncategorized
2428,P00195,Butterfly Ring Set,Butterfly Ring Set,857d045aeaca,581.85,581.85,,0,"A330-202, A330-301, A340-211, A340-212, A340-213, A340-311, A340-312, A340-313, MD-11, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Barber-Colman,AL5-16,no,"FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV"
2429,P00196,"Ring, Sealing","Ring, Sealing",5ac68c4716c4,161.31,161.31,,0,"A340-211, A340-212, A340-213, A340-311, A340-312, A340-313","6753B010000 : HP BLEED VALVE, 6753B020000 : HP BLEED VALVE, 6753B030000 : HP BLEED VALVE, 6753B040000 : HP BLEED VALVE, 6754C010000 : HP BLEED VALVE, 6754C020000 : HP BLEED VALVE",Liebherr,6753-17A,no,"6753B010000 : HP BLEED VALVE, 6753B020000 : HP BLEED VALVE, 6753B030000 : HP BLEED VALVE, 6753B040000 : HP BLEED VALVE, 6754C010000 : HP BLEED VALVE, 6754C020000 : HP BLEED VALVE"
2430,P00197,"Seat, Restrictive","Seat, Restrictive",3fb085035020,34.21,34.21,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-400, 747-8","803300-33 : EMERGENCY POWER RESERVOIR ASSEMBLY, 803300-34 : EMERGENCY POWER RESERVOIR ASSEMBLY, 803300-35 : EMERGENCY POWER RESERVOIR ASSEMBLY",HR Textron,803327,no,"803300-33 : EMERGENCY POWER RESERVOIR ASSEMBLY, 803300-34 : EMERGENCY POWER RESERVOIR ASSEMBLY, 803300-35 : EMERGENCY POWER RESERVOIR ASSEMBLY"
2431,P00200,"Ring, Flexible","Ring, Flexible",84b34d61439c,131.55,131.55,,5,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","6713D020000 : HP BLEED VALVE, 6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6713D070000 : HP BLEED VALVE, 6713D080000 : HP BLEED VALVE, 6714D01",Liebherr,6753-18,no,Uncategorized
2432,P00201,C Seal,C Seal,d530a41085d9,171.76,171.76,,0,"A330-301, A340-211, A340-311, A340-313, MD-11, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,AL5-4,no,"FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV"
2433,P00202,Seat Assembly,Seat Assembly,1165f3c50933,179.04,179.04,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-0163,no,"751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE"
